customer_id,customer_state,highest_education,employment_status,gender,income,residence_type,marital_status,sales_channel,coverage,policy,vehicle_class,vehicle_size,monthly_premium,months_policy_active,months_since_last_claim,current_claim_amount,total_claims,total_claims_amount,customer_lifetime_value
WH20102,California,Associate,Employed,Male,37937,Suburban,Married,Call Center,Basic,Personal,SUV,Midsize,116,25,11,2101,3,3519,-619
WH24638,California,Associate,Employed,Female,24450,Urban,Married,Agent,Extended,Personal,Four-Door Car,Midsize,90,25,4,1567,2,2364,-114
WH36609,Arizona,Bachelor,Employed,Female,24477,Suburban,Married,Call Center,Extended,Personal,Four-Door Car,Small,79,50,15,1118,3,2688,1262
WH36754,Oregon,Associate,Employed,Female,32775,Urban,Divorced,Branch,Basic,Personal,Four-Door Car,Small,61,35,10,1957,2,2674,-539
WH41844,Oregon,Bachelor,Employed,Female,45856,Rural,Divorced,Call Center,Basic,Personal,Two-Door Car,Small,67,37,15,1307,2,1884,595
WH48955,Oregon,Master,Employed,Female,55270,Suburban,Married,Branch,Basic,Personal,Two-Door Car,Midsize,63,70,35,1226,2,2085,2325
WH52799,Arizona,Associate,Employed,Female,94903,Suburban,Married,Agent,Extended,Corporate,Two-Door Car,Small,94,23,3,1180,2,1810,352
WH56217,Washington,Associate,Medical Leave,Male,29136,Suburban,Divorced,Agent,Basic,Corporate,SUV,Large,118,36,16,1500,2,2110,2138
WH63678,Oregon,Master,Employed,Male,74608,Suburban,Married,Web,Basic,Corporate,Four-Door Car,Midsize,68,23,11,1673,4,4697,-3133
WH76688,Oregon,Bachelor,Employed,Male,74015,Suburban,Single,Call Center,Basic,Personal,Four-Door Car,Small,72,27,12,1426,2,2308,-364
WH77063,Arizona,High School,Employed,Female,74163,Suburban,Married,Agent,Premium,Personal,Four-Door Car,Small,108,50,14,1131,3,2335,3065
WH80404,California,High School,Employed,Male,22276,Suburban,Married,Call Center,Basic,Personal,SUV,Midsize,111,54,19,2296,3,3766,2228
WH82416,Oregon,Bachelor,Employed,Male,75651,Urban,Married,Agent,Extended,Personal,Four-Door Car,Large,81,36,23,1782,2,2621,295
WH83589,Arizona,High School,Disabled,Female,25448,Suburban,Married,Web,Basic,Personal,Four-Door Car,Midsize,71,38,11,1699,3,3199,-501
WI14444,California,High School,Employed,Female,74286,Urban,Married,Agent,Basic,Personal,Two-Door Car,Midsize,70,58,27,1638,3,3172,888
WI29961,Nevada,High School,Employed,Male,28343,Suburban,Married,Branch,Basic,Personal,Two-Door Car,Midsize,69,51,19,2187,2,3062,457
WI38796,Oregon,Bachelor,Employed,Male,70737,Suburban,Married,Web,Basic,Corporate,SUV,Midsize,114,52,25,1508,3,3610,2318
WI47826,Oregon,Associate,Employed,Female,95765,Suburban,Married,Branch,Basic,Personal,Four-Door Car,Midsize,61,42,14,1398,2,2383,179
WI57118,California,Associate,Employed,Male,56398,Suburban,Married,Agent,Extended,Personal,Four-Door Car,Small,85,35,4,2227,3,4807,-1832
WI58274,Oregon,Associate,Employed,Female,68261,Rural,Married,Agent,Basic,Personal,Sports Car,Midsize,102,24,11,1245,3,3473,-1025
WI65397,Oregon,Bachelor,Employed,Female,36084,Rural,Divorced,Agent,Extended,Corporate,Two-Door Car,Midsize,99,21,3,1239,2,1815,264
WI69346,California,Master,Employed,Female,71943,Urban,Single,Agent,Basic,Corporate,SUV,Midsize,112,33,8,1987,3,3373,323
WI75766,Arizona,High School,Retired,Female,11828,Suburban,Divorced,Agent,Extended,Personal,Four-Door Car,Large,90,43,18,1127,2,1767,2103
WI86229,Oregon,Master,Employed,Male,52162,Urban,Divorced,Agent,Extended,Personal,Two-Door Car,Large,99,24,1,1861,2,2375,1
WI89081,Washington,Bachelor,Employed,Male,93495,Urban,Married,Agent,Extended,Personal,SUV,Midsize,129,44,8,1669,2,2567,3109
WJ26538,California,Master,Employed,Male,68370,Urban,Married,Agent,Extended,Personal,Four-Door Car,Midsize,80,26,0,1611,1,1611,469
WJ44028,California,Master,Employed,Male,94590,Suburban,Married,Web,Extended,Personal,Two-Door Car,Midsize,81,39,26,1637,3,3079,80
WJ52097,Oregon,Bachelor,Employed,Female,61894,Suburban,Divorced,Web,Extended,Corporate,Four-Door Car,Midsize,91,37,3,1186,2,1854,1513
WJ55369,Arizona,High School,Employed,Male,30250,Urban,Married,Call Center,Extended,Personal,Four-Door Car,Midsize,93,32,1,1873,2,2458,518
WJ57919,California,Associate,Employed,Male,56342,Suburban,Single,Call Center,Basic,Special,Four-Door Car,Small,69,26,12,2089,3,3213,-1419
WJ74851,Nevada,Bachelor,Employed,Female,26811,Suburban,Married,Agent,Basic,Personal,Two-Door Car,Midsize,72,43,22,1277,3,3207,-111
WJ88394,Nevada,Associate,Medical Leave,Female,20588,Suburban,Married,Branch,Basic,Personal,SUV,Midsize,113,21,6,1336,2,2307,66
WJ92113,California,Bachelor,Employed,Female,91061,Suburban,Married,Agent,Premium,Personal,Four-Door Car,Midsize,116,53,22,1239,2,2116,4032
WK23685,Oregon,Bachelor,Employed,Female,47274,Rural,Married,Agent,Extended,Corporate,Four-Door Car,Midsize,83,47,32,1278,2,2071,1830
WK24299,California,High School,Retired,Male,20993,Suburban,Divorced,Agent,Extended,Personal,SUV,Midsize,133,58,35,1672,3,3244,4470
WK29536,Oregon,Bachelor,Employed,Female,90969,Urban,Single,Agent,Basic,Personal,Four-Door Car,Midsize,65,23,7,2147,2,2920,-1425
WK30175,Oregon,Bachelor,Employed,Male,52822,Suburban,Married,Branch,Basic,Corporate,Two-Door Car,Small,67,44,23,1957,3,3721,-773
WK46492,Arizona,Bachelor,Employed,Female,36108,Suburban,Divorced,Agent,Extended,Personal,SUV,Large,128,19,5,1341,2,2386,46
WK52692,Oregon,Associate,Medical Leave,Female,29124,Suburban,Married,Call Center,Extended,Personal,SUV,Midsize,129,27,15,1022,2,1932,1551
WK55963,California,Associate,Employed,Male,61036,Suburban,Married,Web,Basic,Corporate,Two-Door Car,Midsize,68,21,2,2220,3,4210,-2782
WK62379,Washington,Bachelor,Medical Leave,Female,15142,Suburban,Married,Branch,Premium,Personal,Two-Door Car,Small,116,27,7,1417,2,2334,798
WK64739,Arizona,Bachelor,Disabled,Female,19864,Suburban,Divorced,Web,Basic,Corporate,Four-Door Car,Midsize,63,37,22,1265,2,1612,719
WK65741,California,High School,Employed,Female,61809,Urban,Married,Agent,Basic,Personal,Two-Door Car,Midsize,72,26,9,1632,3,3294,-1422
WK88044,Arizona,Bachelor,Employed,Male,61281,Rural,Married,Agent,Basic,Personal,SUV,Midsize,110,42,7,1863,2,2703,1917
WK99918,Oregon,Doctoral,Employed,Male,57709,Suburban,Married,Branch,Extended,Personal,SUV,Midsize,125,36,10,2193,2,2910,1590
WL13766,Arizona,High School,Employed,Male,31093,Urban,Single,Branch,Basic,Personal,Four-Door Car,Midsize,64,16,1,2092,2,3286,-2262
WL40338,California,Bachelor,Employed,Female,35625,Urban,Married,Agent,Basic,Personal,Four-Door Car,Midsize,65,25,10,1649,3,3361,-1736
WL45773,California,Doctoral,Employed,Female,83497,Urban,Married,Call Center,Basic,Special,Four-Door Car,Midsize,69,56,28,1728,3,3872,-8
WL46620,Nevada,Bachelor,Employed,Male,29056,Suburban,Married,Branch,Basic,Personal,Two-Door Car,Midsize,66,33,19,1871,3,3311,-1133
WL46640,Nevada,Associate,Employed,Male,62977,Suburban,Single,Agent,Basic,Corporate,SUV,Small,115,55,34,1411,2,2277,4048
WL69218,Oregon,Bachelor,Employed,Female,54105,Suburban,Married,Web,Basic,Personal,Two-Door Car,Midsize,73,37,22,1547,2,2130,571
WL72919,California,Associate,Employed,Female,48139,Suburban,Single,Call Center,Basic,Personal,Four-Door Car,Midsize,63,35,9,1418,3,2930,-725
WL85494,California,Associate,Employed,Male,21988,Suburban,Married,Branch,Extended,Personal,Luxury Car,Midsize,209,25,12,2168,2,3143,2082
WL86517,Nevada,Doctoral,Employed,Female,93284,Suburban,Married,Web,Extended,Personal,Two-Door Car,Midsize,99,34,7,1196,2,2153,1213
WL99637,Arizona,Bachelor,Employed,Male,27293,Suburban,Married,Web,Extended,Personal,Two-Door Car,Midsize,96,56,20,1611,2,2474,2902
WM14507,Nevada,High School,Employed,Female,62582,Suburban,Married,Branch,Extended,Personal,Four-Door Car,Small,95,37,11,1332,2,2396,1119
WM17695,Washington,Doctoral,Employed,Female,98912,Suburban,Married,Agent,Extended,Personal,SUV,Large,135,33,18,1402,3,3082,1373
WM19967,California,Associate,Employed,Female,63755,Urban,Married,Web,Basic,Personal,Two-Door Car,Midsize,62,46,28,1564,3,2954,-102
WM19996,California,Bachelor,Employed,Male,45428,Urban,Divorced,Call Center,Basic,Corporate,SUV,Midsize,109,36,2,1929,3,4481,-557
WM24870,Nevada,Associate,Employed,Female,89092,Rural,Divorced,Branch,Basic,Personal,Two-Door Car,Midsize,68,52,31,1175,4,3995,-459
WM25415,Oregon,High School,Employed,Female,34430,Urban,Divorced,Agent,Basic,Personal,Two-Door Car,Midsize,65,34,6,1640,4,3365,-1155
WM36886,California,Master,Employed,Male,88997,Rural,Divorced,Branch,Basic,Corporate,Four-Door Car,Small,72,36,9,1743,2,2586,6
WM39308,Nevada,High School,Employed,Female,98713,Urban,Married,Call Center,Basic,Personal,Two-Door Car,Midsize,65,19,3,2043,2,3096,-1861
WM46083,Arizona,Master,Employed,Male,58237,Urban,Divorced,Branch,Basic,Personal,Two-Door Car,Midsize,63,55,34,2116,3,3402,63
WM64930,Oregon,Associate,Medical Leave,Male,12811,Suburban,Married,Call Center,Premium,Corporate,SUV,Midsize,150,48,27,1545,2,2299,4901
WM72573,California,Associate,Disabled,Male,22872,Suburban,Married,Web,Extended,Personal,SUV,Small,131,45,14,1334,3,2620,3275
WM95454,California,Bachelor,Retired,Female,23376,Suburban,Divorced,Call Center,Extended,Personal,Four-Door Car,Midsize,78,41,19,1157,2,1829,1369
WN13366,Arizona,High School,Employed,Female,74454,Suburban,Single,Call Center,Basic,Personal,Four-Door Car,Midsize,71,60,25,1193,2,1604,2656
WN14473,Arizona,Master,Employed,Male,87798,Urban,Married,Call Center,Basic,Personal,Two-Door Car,Midsize,71,41,18,2003,2,2477,434
WN45973,Washington,Master,Employed,Male,83013,Rural,Married,Agent,Basic,Corporate,SUV,Midsize,103,27,2,1439,2,2151,630
WN53966,California,Master,Employed,Male,85871,Rural,Married,Call Center,Extended,Personal,Four-Door Car,Midsize,92,33,4,1864,2,2663,373
WN59735,California,Associate,Employed,Female,26477,Rural,Married,Branch,Basic,Personal,Four-Door Car,Midsize,66,39,18,1323,2,1971,603
WN69789,California,Associate,Employed,Female,33485,Suburban,Married,Call Center,Basic,Personal,Four-Door Car,Midsize,63,33,6,1584,2,2273,-194
WN91223,California,Master,Employed,Male,82807,Urban,Divorced,Agent,Extended,Personal,Four-Door Car,Midsize,92,37,15,2191,2,3152,252
WN91943,California,Associate,Employed,Male,30763,Suburban,Single,Agent,Premium,Personal,Four-Door Car,Midsize,111,40,28,1923,2,2826,1614
WO17738,Oregon,High School,Employed,Female,36645,Suburban,Single,Agent,Premium,Corporate,Four-Door Car,Large,112,35,21,1133,3,2689,1231
WO30947,Washington,Bachelor,Employed,Male,31572,Urban,Married,Call Center,Basic,Personal,Four-Door Car,Midsize,70,50,14,1663,3,4003,-503
WO59883,Washington,High School,Employed,Female,29822,Suburban,Single,Agent,Basic,Personal,Two-Door Car,Midsize,61,34,17,1273,2,2327,-253
WO64354,California,Bachelor,Employed,Female,42585,Urban,Married,Agent,Basic,Personal,Two-Door Car,Midsize,69,33,16,1732,2,2491,-214
WO80705,Arizona,Bachelor,Employed,Female,50738,Suburban,Divorced,Agent,Basic,Personal,Four-Door Car,Large,71,47,11,1140,2,1916,1421
WO81184,California,Bachelor,Employed,Male,34645,Urban,Single,Agent,Basic,Special,Two-Door Car,Large,69,26,1,1925,3,3723,-1929
WO83615,Nevada,Bachelor,Employed,Male,44047,Suburban,Married,Branch,Extended,Corporate,Sports Car,Midsize,137,48,12,2472,2,3190,3386
WO89464,Oregon,Bachelor,Employed,Male,78618,Urban,Divorced,Agent,Basic,Personal,Two-Door Car,Midsize,66,23,7,1927,3,3719,-2201
WO90953,Oregon,Associate,Employed,Female,56835,Suburban,Married,Branch,Basic,Personal,Two-Door Car,Small,67,38,25,1263,2,2125,421
WO95180,California,High School,Retired,Female,22283,Suburban,Divorced,Branch,Basic,Corporate,Four-Door Car,Midsize,65,50,16,1192,2,1976,1274
WP10197,Nevada,High School,Employed,Male,25927,Suburban,Single,Web,Basic,Personal,SUV,Midsize,103,34,6,1901,3,3329,173
WP19664,Arizona,Associate,Employed,Male,47481,Suburban,Married,Call Center,Basic,Personal,SUV,Midsize,116,51,20,2399,3,3615,2301
WP23743,California,Associate,Employed,Male,47482,Suburban,Married,Branch,Extended,Corporate,Four-Door Car,Small,93,35,19,1625,3,3989,-734
WP46383,Oregon,Bachelor,Employed,Female,94132,Suburban,Married,Call Center,Basic,Personal,Four-Door Car,Small,73,53,31,1243,3,2575,1294
WP51328,Oregon,Doctoral,Employed,Male,20698,Urban,Single,Branch,Basic,Personal,Two-Door Car,Midsize,68,42,21,2337,4,4599,-1743
WP58340,Arizona,High School,Employed,Male,55687,Suburban,Divorced,Agent,Premium,Personal,Luxury SUV,Midsize,276,60,33,1939,2,3018,13542
WP58797,Oregon,Bachelor,Disabled,Male,19245,Suburban,Married,Web,Basic,Personal,SUV,Large,106,47,28,1412,3,2866,2116
WP60679,Oregon,Bachelor,Employed,Male,95351,Urban,Married,Web,Basic,Personal,Sports Car,Midsize,111,58,31,1999,2,2897,3541
WP62115,Washington,Associate,Employed,Female,53484,Urban,Divorced,Branch,Basic,Corporate,Two-Door Car,Midsize,70,42,12,1603,3,3491,-551
WP64059,California,Bachelor,Employed,Female,91814,Urban,Married,Call Center,Basic,Personal,Two-Door Car,Midsize,63,53,30,1827,4,3786,-447
WP73172,Oregon,Bachelor,Employed,Female,81367,Urban,Married,Branch,Basic,Special,SUV,Midsize,103,27,2,1907,3,3683,-902
WP83694,California,Bachelor,Employed,Female,68558,Rural,Married,Agent,Extended,Personal,SUV,Midsize,131,49,16,828,2,1691,4728
WQ13284,California,Associate,Employed,Male,62989,Urban,Divorced,Web,Basic,Personal,Four-Door Car,Midsize,71,26,3,2100,2,3058,-1212
WQ18638,Oregon,High School,Employed,Male,23105,Suburban,Married,Agent,Basic,Personal,Two-Door Car,Small,69,50,15,2040,3,3762,-312
WQ25142,California,Bachelor,Disabled,Male,11538,Suburban,Married,Call Center,Extended,Corporate,Four-Door Car,Midsize,82,52,35,1342,2,1911,2353
WQ46946,California,Associate,Employed,Female,77153,Urban,Married,Branch,Extended,Personal,Four-Door Car,Midsize,99,33,3,1807,2,2673,594
WQ54314,Oregon,Bachelor,Employed,Female,56455,Suburban,Married,Agent,Basic,Personal,Four-Door Car,Small,73,53,17,1302,2,1867,2002
WQ68301,Oregon,Bachelor,Medical Leave,Male,13610,Suburban,Married,Agent,Basic,Personal,Four-Door Car,Large,74,22,7,1637,4,4184,-2556
WQ75856,Oregon,Bachelor,Employed,Female,84488,Urban,Married,Agent,Basic,Personal,Four-Door Car,Midsize,61,47,33,1458,2,2247,620
WQ85760,California,Associate,Medical Leave,Male,26991,Suburban,Divorced,Branch,Basic,Corporate,SUV,Midsize,119,50,34,1424,2,2095,3855
WR45726,Arizona,Bachelor,Disabled,Female,11885,Suburban,Divorced,Agent,Premium,Special,Four-Door Car,Midsize,101,43,18,1120,3,2848,1495
WR53191,California,Bachelor,Employed,Female,20656,Suburban,Single,Web,Extended,Corporate,SUV,Midsize,130,47,15,1176,2,1943,4167
WR55560,California,High School,Employed,Male,33561,Rural,Divorced,Branch,Premium,Corporate,Sports Car,Midsize,152,37,6,1790,2,2440,3184
WR62597,Oregon,Associate,Medical Leave,Male,24641,Suburban,Married,Branch,Basic,Corporate,Four-Door Car,Midsize,61,47,16,1335,2,2267,600
WR63188,Arizona,Associate,Employed,Male,25378,Suburban,Married,Agent,Basic,Personal,Four-Door Car,Midsize,66,39,22,1628,3,3028,-454
WR73970,Arizona,Bachelor,Employed,Male,92070,Suburban,Married,Branch,Basic,Corporate,Four-Door Car,Midsize,74,35,16,2118,4,4647,-2057
WR76339,California,Associate,Employed,Male,46922,Suburban,Married,Branch,Basic,Corporate,Two-Door Car,Midsize,64,69,34,1562,2,2409,2007
WR86431,Nevada,High School,Employed,Female,91123,Rural,Divorced,Agent,Extended,Corporate,SUV,Midsize,138,68,32,1172,2,1930,7454
WR88041,Washington,High School,Employed,Male,35832,Urban,Divorced,Agent,Basic,Personal,Four-Door Car,Midsize,65,17,1,2064,4,3846,-2741
WR90490,Nevada,High School,Disabled,Male,25572,Suburban,Married,Agent,Basic,Personal,Four-Door Car,Midsize,65,12,0,1727,1,1727,-947
WS24655,Oregon,Associate,Employed,Female,33992,Suburban,Single,Call Center,Premium,Personal,SUV,Midsize,194,43,15,1198,2,1710,6632
WS25565,California,Master,Disabled,Male,26057,Suburban,Divorced,Call Center,Basic,Personal,Four-Door Car,Small,74,20,3,1652,3,2982,-1502
WS46887,Washington,Bachelor,Employed,Female,85165,Urban,Single,Branch,Premium,Personal,Four-Door Car,Midsize,101,31,8,1733,2,2419,712
WS53288,Oregon,Associate,Retired,Female,13663,Suburban,Single,Branch,Extended,Personal,Four-Door Car,Small,97,24,1,1342,3,2730,-402
WS60888,California,Bachelor,Retired,Male,22828,Suburban,Married,Agent,Basic,Personal,SUV,Midsize,106,47,11,1576,2,2653,2329
WS82822,Oregon,Associate,Employed,Female,41662,Urban,Divorced,Agent,Basic,Corporate,Four-Door Car,Midsize,69,49,27,1740,3,3960,-579
WT21922,Arizona,High School,Employed,Female,65348,Rural,Married,Branch,Basic,Corporate,Sports Car,Midsize,110,70,35,1338,4,3912,3788
WT22392,Oregon,Associate,Employed,Female,65473,Urban,Married,Call Center,Basic,Personal,Four-Door Car,Midsize,67,31,4,2057,3,4165,-2088
WT59944,California,Associate,Employed,Female,68273,Rural,Divorced,Call Center,Premium,Personal,Sports Car,Midsize,146,50,23,1186,2,1534,5766
WT71621,Washington,Bachelor,Employed,Female,63297,Urban,Married,Web,Extended,Personal,Four-Door Car,Midsize,82,34,1,1747,2,2374,414
WU14435,California,Bachelor,Disabled,Male,18174,Suburban,Married,Agent,Basic,Corporate,Four-Door Car,Small,66,20,8,1649,4,3716,-2396
WU14549,Nevada,Master,Employed,Male,88495,Suburban,Married,Branch,Premium,Personal,Two-Door Car,Midsize,108,30,2,1766,2,2397,843
WU15684,Nevada,Associate,Employed,Female,42836,Urban,Married,Branch,Extended,Corporate,Four-Door Car,Midsize,89,67,32,1563,3,3113,2850
WU62992,Oregon,Bachelor,Employed,Male,70742,Rural,Married,Agent,Extended,Personal,SUV,Small,124,34,3,2035,2,2873,1343
WU63862,Oregon,Associate,Employed,Male,31614,Urban,Single,Branch,Basic,Personal,Four-Door Car,Midsize,71,39,26,1882,4,4732,-1963
WU76366,Arizona,Bachelor,Employed,Male,28726,Suburban,Divorced,Agent,Basic,Personal,Four-Door Car,Small,65,43,13,1614,3,2846,-51
WU95334,California,Associate,Retired,Male,26806,Suburban,Married,Agent,Basic,Personal,Four-Door Car,Midsize,63,63,32,1545,3,3573,396
WV37081,California,Associate,Employed,Male,25963,Urban,Married,Web,Basic,Personal,Four-Door Car,Midsize,66,39,11,1878,3,2342,232
WV53081,Arizona,Associate,Employed,Female,49308,Rural,Married,Agent,Basic,Corporate,Four-Door Car,Midsize,65,42,7,1302,2,2008,722
WV53830,Oregon,Master,Retired,Female,19614,Suburban,Married,Agent,Extended,Personal,Two-Door Car,Midsize,85,56,21,1248,2,1884,2876
WV57524,Oregon,Associate,Employed,Female,35482,Suburban,Married,Branch,Extended,Personal,SUV,Midsize,129,52,21,1455,2,2403,4305
WV66165,Oregon,High School,Employed,Female,84811,Rural,Single,Branch,Basic,Personal,SUV,Small,111,51,27,1293,2,2065,3596
WV76014,Arizona,Doctoral,Employed,Male,70125,Rural,Single,Branch,Basic,Special,Four-Door Car,Midsize,64,56,21,1122,4,3453,131
WV79842,California,High School,Employed,Male,24314,Suburban,Married,Call Center,Extended,Personal,Luxury SUV,Midsize,235,55,20,2103,2,2658,10267
WW16329,Oregon,Associate,Employed,Female,35482,Suburban,Married,Branch,Extended,Corporate,SUV,Midsize,129,53,21,1227,2,1624,5213
WW22291,California,Master,Employed,Male,63326,Suburban,Divorced,Call Center,Basic,Personal,Four-Door Car,Midsize,72,20,2,1238,3,2816,-1376
WW30771,Arizona,Master,Employed,Male,28728,Suburban,Married,Branch,Basic,Personal,Four-Door Car,Small,67,28,8,1681,3,3401,-1525
WW31823,Oregon,High School,Employed,Female,39034,Suburban,Married,Agent,Basic,Personal,Four-Door Car,Small,68,23,10,1491,3,3373,-1809
WW37525,California,High School,Employed,Male,95701,Rural,Divorced,Branch,Extended,Personal,Four-Door Car,Small,98,58,24,1609,2,2216,3468
WW41496,Nevada,Bachelor,Employed,Female,70164,Urban,Divorced,Agent,Extended,Personal,Two-Door Car,Midsize,88,47,34,1752,2,2558,1578
WW52683,California,Bachelor,Employed,Female,61067,Rural,Married,Agent,Basic,Personal,Four-Door Car,Midsize,64,48,20,1362,3,3110,-38
WW68250,Oregon,Bachelor,Employed,Male,81799,Suburban,Married,Agent,Basic,Personal,Four-Door Car,Small,68,35,23,2263,4,5083,-2703
